Temperature (K)	Resistance (ohm)	Applied Voltage (V)
293.317000	2041.639649	0.200000
293.304000	2042.581492	0.200000
293.293000	2043.116709	0.200000
293.275000	2042.638235	0.200000
293.261500	2044.011241	0.200000
293.242000	2045.326898	0.200000
293.221000	2044.869132	0.200000
293.220000	2045.319578	0.200000
293.197500	2046.135234	0.200000
293.185000	2047.152891	0.200000
293.167000	2047.695958	0.200000
293.140000	2047.081859	0.200000
293.120000	2048.642349	0.200000
293.112000	2048.515610	0.200000
293.087500	2050.561516	0.200000
293.078000	2049.686869	0.200000
293.049000	2050.283195	0.200000
293.044500	2050.000748	0.200000
293.014000	2051.232401	0.200000
293.003000	2052.686721	0.200000
292.989000	2052.366543	0.200000
292.968000	2053.072541	0.200000
292.959000	2054.192895	0.200000
292.934000	2055.047108	0.200000
292.901000	2055.899073	0.200000
292.902000	2056.580012	0.200000
292.880500	2056.981261	0.200000
292.854500	2057.853463	0.200000
292.839500	2058.445865	0.200000
292.824500	2059.343059	0.200000
292.795000	2059.642086	0.200000
292.787000	2059.596696	0.200000
292.774000	2060.962869	0.200000
292.737000	2061.592126	0.200000
292.725500	2060.980285	0.200000
292.704000	2061.881603	0.200000
292.689000	2061.483540	0.200000
292.666500	2063.328291	0.200000
292.640500	2065.000432	0.200000
292.633000	2064.344802	0.200000
292.608000	2065.273805	0.200000
292.589000	2065.506079	0.200000
292.569000	2067.039250	0.200000
292.547500	2068.439920	0.200000
292.533000	2069.194270	0.200000
292.508500	2069.570688	0.200000
292.485500	2069.094086	0.200000
292.457000	2072.107046	0.200000
292.449000	2071.776275	0.200000
292.429500	2073.401094	0.200000
292.403000	2073.995600	0.200000
292.380000	2074.679327	0.200000
292.364500	2075.225255	0.200000
292.342000	2076.444728	0.200000
292.332000	2077.639951	0.200000
292.298500	2078.084654	0.200000
292.275500	2077.382067	0.200000
292.251000	2078.715769	0.200000
292.231000	2079.141049	0.200000
292.215000	2080.405163	0.200000
292.184000	2081.422761	0.200000
292.177000	2081.812959	0.200000
292.146000	2081.409547	0.200000
292.126500	2082.154530	0.200000
292.100500	2083.198576	0.200000
292.078000	2084.352278	0.200000
292.068000	2084.637317	0.200000
292.029000	2085.231763	0.200000
292.017000	2086.291956	0.200000
291.993500	2087.313362	0.200000
291.972500	2089.396501	0.200000
291.949000	2089.605633	0.200000
291.924000	2090.607122	0.200000
291.901000	2090.718797	0.200000
291.879000	2091.616789	0.200000
291.852000	2093.013521	0.200000
291.825500	2092.865463	0.200000
291.814000	2094.514770	0.200000
291.790000	2095.329970	0.200000
291.762500	2095.907688	0.200000
291.733000	2095.893192	0.200000
291.711500	2097.521757	0.200000
291.688500	2098.145806	0.200000
291.663000	2099.390169	0.200000
291.646000	2099.296075	0.200000
291.623500	2099.975420	0.200000
291.586500	2101.094366	0.200000
291.573500	2101.154626	0.200000
291.541000	2101.833408	0.200000
291.521000	2102.713120	0.200000
291.488000	2104.618037	0.200000
291.472000	2105.806899	0.200000
291.441500	2106.442988	0.200000
291.425000	2107.331892	0.200000
291.392500	2107.279714	0.200000
291.366000	2107.517536	0.200000
291.339000	2110.016915	0.200000
291.317000	2110.001555	0.200000
291.295500	2110.523026	0.200000
291.280500	2111.888263	0.200000
291.256000	2112.858551	0.200000
291.231000	2113.996411	0.200000
291.197000	2115.145116	0.200000
291.166000	2116.186467	0.200000
291.149500	2117.208448	0.200000
291.125500	2117.259551	0.200000
291.098000	2118.442322	0.200000
291.071000	2119.509609	0.200000
291.052500	2120.944754	0.200000
291.026500	2122.320809	0.200000
291.001000	2121.870255	0.200000
290.980500	2122.598081	0.200000
290.949000	2123.617923	0.200000
290.925000	2126.089435	0.200000
290.897000	2126.442978	0.200000
290.870000	2128.511658	0.200000
290.835500	2128.704225	0.200000
290.820500	2129.071103	0.200000
290.790000	2131.129007	0.200000
290.763000	2131.160800	0.200000
290.742500	2131.578959	0.200000
290.705000	2134.960230	0.200000
290.682000	2133.733679	0.200000
290.670000	2134.392220	0.200000
290.636000	2136.371653	0.200000
290.605000	2136.473893	0.200000
290.572500	2138.777577	0.200000
290.550500	2138.929000	0.200000
290.518000	2141.243257	0.200000
290.507000	2141.875475	0.200000
290.457000	2143.257932	0.200000
290.436000	2144.738538	0.200000
290.408000	2145.071623	0.200000
290.379500	2145.508839	0.200000
290.360000	2147.061242	0.200000
290.320000	2148.530722	0.200000
290.296000	2149.339089	0.200000
290.268000	2151.441240	0.200000
290.241500	2152.406062	0.200000
290.212000	2152.785791	0.200000
290.181000	2153.255830	0.200000
290.157000	2154.110911	0.200000
290.127500	2154.880994	0.200000
290.100500	2155.692521	0.200000
290.070500	2157.795717	0.200000
290.042000	2157.886980	0.200000
290.013000	2159.798992	0.200000
289.991000	2161.357436	0.200000
289.960500	2161.512774	0.200000
289.924500	2163.259461	0.200000
289.887500	2164.514346	0.200000
289.869000	2165.683681	0.200000
289.843000	2167.959403	0.200000
289.809000	2168.221932	0.200000
289.781500	2170.281125	0.200000
289.749500	2169.932397	0.200000
289.724500	2172.083063	0.200000
289.687000	2172.499502	0.200000
289.660000	2174.404175	0.200000
289.636000	2174.799511	0.200000
289.600500	2175.536893	0.200000
289.572000	2177.308698	0.200000
289.538000	2179.661664	0.200000
289.509000	2179.293055	0.200000
289.482000	2178.919348	0.200000
289.459000	2181.428539	0.200000
289.415000	2182.670296	0.200000
289.385500	2183.496219	0.200000
289.363000	2184.474741	0.200000
289.332000	2185.823883	0.200000
289.299000	2186.570912	0.200000
289.267000	2187.956633	0.200000
289.229000	2189.273654	0.200000
289.203500	2190.956542	0.200000
289.166500	2192.237288	0.200000
289.145000	2193.162815	0.200000
289.107000	2193.867220	0.200000
289.074500	2196.915223	0.200000
289.057000	2196.964696	0.200000
289.015000	2197.983109	0.200000
288.979500	2199.243065	0.200000
288.952000	2200.281746	0.200000
288.923000	2201.557426	0.200000
288.884000	2202.790671	0.200000
288.854500	2205.190312	0.200000
288.823000	2206.473883	0.200000
288.786500	2206.620922	0.200000
288.756000	2207.836938	0.200000
288.722000	2210.558578	0.200000
288.688500	2211.231419	0.200000
288.659000	2212.133174	0.200000
288.633500	2213.383934	0.200000
288.590000	2214.134481	0.200000
288.561000	2215.795922	0.200000
288.535000	2217.121119	0.200000
288.499500	2218.255981	0.200000
288.465000	2220.054709	0.200000
288.439500	2221.979533	0.200000
288.397000	2222.880442	0.200000
288.365000	2223.519028	0.200000
288.330000	2225.439218	0.200000
288.294500	2225.563783	0.200000
288.270500	2227.253836	0.200000
288.227500	2229.362374	0.200000
288.188000	2230.944720	0.200000
288.166000	2231.031325	0.200000
288.128000	2232.694801	0.200000
288.089000	2233.997873	0.200000
288.058000	2235.442880	0.200000
288.017000	2236.358993	0.200000
287.987500	2238.815076	0.200000
287.948000	2239.721916	0.200000
287.920000	2240.901882	0.200000
287.886500	2241.658397	0.200000
287.858500	2244.986636	0.200000
287.818000	2244.973028	0.200000
287.787000	2246.998628	0.200000
287.745000	2248.440285	0.200000
287.727000	2249.518378	0.200000
287.681500	2250.419478	0.200000
287.647000	2253.440384	0.200000
287.608500	2254.998882	0.200000
287.583000	2256.570230	0.200000
287.534000	2256.473739	0.200000
287.500500	2259.308265	0.200000
287.464000	2261.631145	0.200000
287.437000	2261.660812	0.200000
287.395500	2263.063221	0.200000
287.360000	2265.227824	0.200000
287.312500	2265.744660	0.200000
287.278500	2267.316374	0.200000
287.246000	2268.802760	0.200000
287.206000	2270.147817	0.200000
287.180500	2271.791450	0.200000
287.139500	2273.285519	0.200000
287.106500	2273.940989	0.200000
287.056000	2275.961207	0.200000
287.032000	2278.345206	0.200000
286.988000	2279.053459	0.200000
286.953000	2280.901453	0.200000
286.925000	2282.841558	0.200000
286.887500	2283.710623	0.200000
286.851000	2285.827924	0.200000
286.816000	2285.723429	0.200000
286.778000	2287.346798	0.200000
286.735000	2289.558913	0.200000
286.702500	2290.672348	0.200000
286.658000	2293.043376	0.200000
286.621000	2294.824345	0.200000
286.584000	2295.283124	0.200000
286.553000	2297.438046	0.200000
286.515000	2299.764930	0.200000
286.475000	2300.644019	0.200000
286.429500	2301.604564	0.200000
286.394000	2303.583777	0.200000
286.362500	2305.733587	0.200000
286.326000	2307.143296	0.200000
286.283500	2308.176403	0.200000
286.240500	2309.218701	0.200000
286.212000	2311.182460	0.200000
286.165000	2313.046833	0.200000
286.121000	2315.638957	0.200000
286.097000	2317.356397	0.200000
286.050000	2318.950545	0.200000
286.025000	2320.260175	0.200000
285.983000	2322.196659	0.200000
285.942000	2323.014464	0.200000
285.901000	2324.710710	0.200000
285.864500	2326.791056	0.200000
285.817000	2328.193303	0.200000
285.771500	2329.362004	0.200000
285.746000	2331.308825	0.200000
285.714500	2333.387118	0.200000
285.664500	2334.981324	0.200000
285.626500	2337.104680	0.200000
285.588500	2339.187032	0.200000
285.548000	2340.496892	0.200000
285.509000	2342.628375	0.200000
285.471500	2343.150941	0.200000
285.438000	2344.884979	0.200000
285.394500	2346.198478	0.200000
285.355000	2347.821820	0.200000
285.320000	2350.487820	0.200000
285.274000	2351.091559	0.200000
285.236500	2352.870590	0.200000
285.199500	2355.196069	0.200000
285.155000	2357.158271	0.200000
285.122000	2358.365973	0.200000
285.084000	2361.534105	0.200000
285.038000	2363.107543	0.200000
285.007500	2363.799358	0.200000
284.953500	2364.948717	0.200000
284.915000	2367.554839	0.200000
284.873000	2369.177288	0.200000
284.847000	2370.276543	0.200000
284.803000	2372.561141	0.200000
284.763500	2375.136689	0.200000
284.717000	2375.888909	0.200000
284.678000	2378.370433	0.200000
284.634000	2380.663017	0.200000
284.590000	2382.318527	0.200000
284.544500	2383.896209	0.200000
284.512000	2383.927750	0.200000
284.474000	2386.050576	0.200000
284.430500	2388.884330	0.200000
284.388000	2389.977962	0.200000
284.348000	2392.316168	0.200000
284.300500	2394.506714	0.200000
284.272000	2395.156801	0.200000
284.215500	2399.161445	0.200000
284.180500	2399.755321	0.200000
284.143000	2402.140692	0.200000
284.103000	2403.207802	0.200000
284.059500	2404.960471	0.200000
284.008000	2407.094285	0.200000
283.963500	2408.912108	0.200000
283.931000	2411.538149	0.200000
283.892000	2413.177202	0.200000
283.843000	2416.648582	0.200000
283.803500	2417.782110	0.200000
283.760000	2419.118292	0.200000
283.717000	2421.262657	0.200000
283.676000	2423.609642	0.200000
283.629000	2424.173372	0.200000
283.599500	2426.031806	0.200000
283.547500	2427.870104	0.200000
283.508000	2430.434582	0.200000
283.465000	2432.831943	0.200000
283.418000	2433.686307	0.200000
283.366000	2435.499450	0.200000
283.334000	2438.277445	0.200000
283.291000	2438.373761	0.200000
283.251000	2441.704310	0.200000
283.203500	2444.336649	0.200000
283.156000	2445.759475	0.200000
283.120000	2448.889833	0.200000
283.070500	2450.651536	0.200000
283.028000	2451.986428	0.200000
282.980000	2454.087399	0.200000
282.943500	2455.894589	0.200000
282.898000	2457.934600	0.200000
282.855000	2459.518478	0.200000
282.805000	2461.359123	0.200000
282.764500	2464.481280	0.200000
282.720500	2465.165668	0.200000
282.678000	2467.172421	0.200000
282.638000	2470.197377	0.200000
282.589000	2472.161606	0.200000
282.544500	2473.988791	0.200000
282.495000	2476.517353	0.200000
282.452500	2478.895612	0.200000
282.415000	2481.030352	0.200000
282.363000	2482.954825	0.200000
282.320000	2485.565081	0.200000
282.268500	2486.177475	0.200000
282.228000	2489.143600	0.200000
282.188000	2490.204779	0.200000
282.134000	2492.769721	0.200000
282.094000	2494.957068	0.200000
282.050000	2497.609787	0.200000
282.008500	2500.056564	0.200000
281.953000	2501.349791	0.200000
281.911500	2503.115127	0.200000
281.860000	2505.933738	0.200000
281.820000	2509.529940	0.200000
281.774000	2509.604570	0.200000
281.724000	2513.122900	0.200000
281.681000	2515.663464	0.200000
281.628000	2516.782535	0.200000
281.587000	2518.893908	0.200000
281.554000	2521.948518	0.200000
281.501000	2525.723228	0.200000
281.451500	2526.729960	0.200000
281.398500	2528.135302	0.200000
281.360500	2530.006190	0.200000
281.309000	2532.087243	0.200000
281.262000	2534.782604	0.200000
281.209000	2537.167281	0.200000
281.180500	2538.263046	0.200000
281.120500	2540.750461	0.200000
281.073000	2543.457515	0.200000
281.033000	2545.447372	0.200000
280.982000	2547.027358	0.200000
280.938500	2549.858336	0.200000
280.885000	2551.776177	0.200000
280.841000	2555.718823	0.200000
280.797500	2556.054597	0.200000
280.751000	2559.425051	0.200000
280.703000	2562.023055	0.200000
280.639000	2564.298174	0.200000
280.605000	2565.110521	0.200000
280.554500	2568.941726	0.200000
280.501500	2570.575140	0.200000
280.471000	2573.379929	0.200000
280.411000	2574.552276	0.200000
280.368500	2577.621528	0.200000
280.320500	2579.987015	0.200000
280.267500	2582.016129	0.200000
280.225500	2584.871343	0.200000
280.187000	2588.357465	0.200000
280.133000	2588.887176	0.200000
280.080000	2592.356928	0.200000
280.040000	2595.470826	0.200000
279.985000	2598.054810	0.200000
279.930500	2600.198655	0.200000
279.894000	2601.503851	0.200000
279.844000	2605.991879	0.200000
279.788000	2606.136879	0.200000
279.750000	2609.717754	0.200000
279.700500	2612.412092	0.200000
279.655500	2614.287158	0.200000
279.608000	2616.480820	0.200000
279.564000	2618.795092	0.200000
279.508500	2622.605152	0.200000
279.455500	2623.688893	0.200000
279.407000	2627.446596	0.200000
279.362500	2629.790344	0.200000
279.307000	2632.892969	0.200000
279.265000	2634.776734	0.200000
279.217000	2636.269426	0.200000
279.170000	2639.499530	0.200000
279.124500	2642.529450	0.200000
279.075000	2644.729517	0.200000
279.017000	2647.378222	0.200000
278.975500	2649.905484	0.200000
278.926500	2651.908618	0.200000
278.875500	2655.206794	0.200000
278.821500	2656.376572	0.200000
278.783000	2659.832316	0.200000
278.725000	2662.129688	0.200000
278.674000	2664.400150	0.200000
278.626000	2666.763381	0.200000
278.575000	2669.344197	0.200000
278.526000	2671.488169	0.200000
278.472000	2675.089274	0.200000
278.426000	2678.465486	0.200000
278.373500	2680.199171	0.200000
278.325500	2683.029930	0.200000
278.279000	2684.953347	0.200000
278.226000	2688.718460	0.200000
278.183000	2690.069916	0.200000
278.125000	2693.446347	0.200000
278.082000	2695.200212	0.200000
278.023500	2697.886974	0.200000
277.974500	2701.760737	0.200000
277.924500	2704.254726	0.200000
277.870000	2706.348959	0.200000
277.832000	2709.107545	0.200000
277.769500	2710.989538	0.200000
277.718000	2713.382061	0.200000
277.669000	2714.889254	0.200000
277.624000	2719.024936	0.200000
277.561000	2722.539345	0.200000
277.520500	2725.330310	0.200000
277.466000	2727.174301	0.200000
277.416500	2732.626813	0.200000
277.363500	2732.670123	0.200000
277.305000	2735.282879	0.200000
277.266000	2737.220533	0.200000
277.211000	2740.790430	0.200000
277.159000	2743.929125	0.200000
277.101000	2746.361312	0.200000
277.052500	2748.301481	0.200000
277.001000	2753.322538	0.200000
276.943000	2755.608524	0.200000
276.898000	2756.852882	0.200000
276.844000	2760.614424	0.200000
276.784000	2763.994658	0.200000
276.735500	2767.426833	0.200000
276.682000	2768.000968	0.200000
276.638000	2771.470757	0.200000
276.579000	2774.604709	0.200000
276.525500	2777.208836	0.200000
276.475500	2780.248724	0.200000
276.418000	2783.883763	0.200000
276.358000	2787.023729	0.200000
276.323000	2789.454356	0.200000
276.269000	2793.691342	0.200000
276.216000	2795.278942	0.200000
276.152500	2798.189795	0.200000
276.098000	2801.160072	0.200000
276.051000	2803.383179	0.200000
275.994000	2806.310551	0.200000
275.937000	2809.568830	0.200000
275.886000	2812.202258	0.200000
275.834000	2815.970552	0.200000
275.783500	2818.817013	0.200000
275.724000	2822.070567	0.200000
275.667000	2823.771525	0.200000
275.621500	2826.284674	0.200000
275.557500	2829.901818	0.200000
275.510500	2834.126109	0.200000
275.451500	2836.876616	0.200000
275.398000	2841.031772	0.200000
275.341000	2842.655871	0.200000
275.287500	2846.665501	0.200000
275.235000	2848.778437	0.200000
275.179500	2850.704744	0.200000
275.128000	2855.106351	0.200000
275.071000	2857.847521	0.200000
275.015000	2859.722327	0.200000
274.966000	2863.273125	0.200000
274.903500	2866.077239	0.200000
274.850000	2869.204995	0.200000
274.797500	2872.859038	0.200000
274.737000	2874.921784	0.200000
274.692500	2879.266731	0.200000
274.631000	2882.270491	0.200000
274.580000	2885.424136	0.200000
274.529500	2888.957710	0.200000
274.475000	2891.406854	0.200000
274.417000	2896.018597	0.200000
274.366500	2898.237799	0.200000
274.303500	2900.631613	0.200000
274.254000	2904.881261	0.200000
274.204000	2909.328733	0.200000
274.139000	2910.649747	0.200000
274.082000	2913.555960	0.200000
274.036000	2917.137967	0.200000
273.976000	2920.263519	0.200000
273.921500	2924.058687	0.200000
273.866000	2924.936193	0.200000
273.805000	2929.941438	0.200000
273.754000	2932.379763	0.200000
273.703000	2935.789297	0.200000
273.649500	2938.859957	0.200000
273.582500	2943.381843	0.200000
273.539000	2944.575290	0.200000
273.481000	2950.555331	0.200000
273.419500	2953.031590	0.200000
273.362500	2956.837709	0.200000
273.309000	2959.496187	0.200000
273.252500	2963.760324	0.200000
273.197000	2964.763782	0.200000
273.149000	2968.953211	0.200000
273.084000	2973.062567	0.200000
273.029500	2975.723305	0.200000
272.969000	2978.259746	0.200000
272.906000	2983.701234	0.200000
272.855000	2986.270918	0.200000
272.802000	2989.968804	0.200000
272.739500	2993.856009	0.200000
272.681500	2995.812154	0.200000
272.624000	2997.910157	0.200000
272.568000	3001.576578	0.200000
272.511000	3005.270945	0.200000
272.460000	3009.851092	0.200000
272.397500	3013.560419	0.200000
272.342000	3017.165105	0.200000
272.280000	3022.082965	0.200000
272.234000	3023.756597	0.200000
272.168000	3028.275004	0.200000
272.107500	3029.610810	0.200000
272.057000	3033.942842	0.200000
272.000000	3038.743370	0.200000
271.934500	3041.190955	0.200000
271.880000	3046.168491	0.200000
271.819000	3048.912019	0.200000
271.760000	3052.821288	0.200000
271.700000	3055.977408	0.200000
271.643500	3060.013443	0.200000
271.583000	3063.924964	0.200000
271.521000	3066.370046	0.200000
271.466000	3071.091782	0.200000
271.411000	3073.445355	0.200000
271.348000	3077.280515	0.200000
271.286500	3080.744148	0.200000
271.236000	3083.227566	0.200000
271.179000	3089.046873	0.200000
271.117500	3092.320454	0.200000
271.048500	3096.733117	0.200000
270.995500	3099.740025	0.200000
270.930000	3103.228428	0.200000
270.879000	3105.851455	0.200000
270.808000	3109.602125	0.200000
270.751000	3113.758359	0.200000
270.691000	3116.856725	0.200000
270.642500	3121.518531	0.200000
270.577500	3126.361433	0.200000
270.514000	3129.625489	0.200000
270.448000	3132.945934	0.200000
270.401500	3135.897735	0.200000
270.340500	3140.707463	0.200000
270.275500	3144.105847	0.200000
270.211000	3148.032283	0.200000
270.160000	3151.227072	0.200000
270.095000	3155.954987	0.200000
270.038000	3160.004456	0.200000
269.970000	3163.532818	0.200000
269.922500	3166.492430	0.200000
269.866000	3170.591119	0.200000
269.860000	3175.865455	0.200000
269.888500	3179.595644	0.200000
269.933500	3182.071446	0.200000
269.975000	3186.881267	0.200000
269.991500	3189.613089	0.200000
270.001000	3193.043253	0.200000
270.000000	3196.333167	0.200000
